Commit id,CyclomaticComplexity,ExcessiveClassLength,ExcessiveMethodLength,ExcessiveParameterList,NPathComplexity,CouplingBetweenObjects,EmptyCatchBlock,DepthOfInheritance,GotoStatement
eedb264f0ab3ab97f1a0516914ccee1724db568b,71,3,11,1,30,0,0,0,0
f3ecd2c8da243eeec9a06ad98cee4612c2781512,71,3,11,1,30,0,0,0,0
5fa51a394b2246b31f78a057a7265424036e4baa,71,3,11,1,30,0,0,0,0
7f86ce17bace28ff51e8b1e438221a562c32b651,71,3,11,1,30,0,0,0,0
7868189942d0807d9f171e9bdb4fc4bb0930c1f0,71,3,11,1,30,0,0,0,0
1e411ffc985c57daf8329f4f21c9c542ced52271,71,3,11,1,30,0,0,0,0
c7e3ac2ac28fc0835dde1ebef95c557647eb93c1,71,3,11,1,30,0,0,0,0
5575a053d3d3eb5fc9fbd63417e4a2ec7cb4c96e,71,3,11,1,30,0,0,0,0
da5c172a07914eed331cfd23125f457526dbef3d,72,3,11,1,30,0,0,0,0
a9b07c52880d74c23902cc381ff46946f6dd95ff,72,3,11,1,30,0,0,0,0
d887b5a7bd00dcdf96d497aa69d7df93b3fa133f,72,3,11,1,30,0,0,0,0
d552ead0e74303acdd234ed11f33c5fd28d3e1f8,72,3,11,1,30,0,0,0,0
9481285b847520b94007c522f080c6df03b73df6,72,3,11,1,30,0,0,0,0
cbc146299782d745320d5da98f1c0ee54d544977,72,3,11,1,30,0,0,0,0
edf7fe8c19aff6a5b0c6246ec1c14d7d87b6c06b,72,3,11,1,30,0,0,0,0
d2d6171f7c6f2c8ebd3e51d6d1705b650fea3597,72,3,11,1,30,0,0,0,0
9604ccb1318b14b0473851918cd1aff21eb79207,72,3,11,1,30,0,0,0,0
720a43cec7c87dad78ea8504c00ae79c41793682,74,3,11,1,31,0,0,0,0
cfa5d3f2a0c45787381fd49ac6bcfe44b1f6f125,74,3,11,1,31,0,0,0,0
849bc02af18cffa8bb486338249ba033534002ca,74,3,11,1,31,0,0,0,0
22f4320bdb7d039e3ed818cf9b735301ce72f9ab,74,3,11,1,31,0,0,0,0
b1a1b00aa69041c70e1ae529f6643538cc7df591,79,3,12,1,35,0,0,0,0
0b35af180a5ff45548f85147dac7cff9dcab263f,79,3,12,1,35,0,0,0,0
f93f848ab3846212d018fe47de883c598434bc22,80,3,12,1,36,0,0,0,0
e07635f4d05e1c09aad56dd8e5c8bb46bb1e10fa,81,3,12,1,37,0,0,0,0
b416a1c34f10372fcc88278ffe5d0b42396c92a2,81,3,12,1,37,0,0,0,0
d9d1c35db146afa69e78e01100a99962f9906ae7,81,3,12,1,37,0,0,0,0
b5fe4c935deb57be765d6e944bfb54e2e77b9480,81,3,12,1,37,0,0,0,0
9ccbad71e3285c9d28352f1770c216c65e3432d4,81,3,12,1,37,0,0,0,0
1180c6dc56dba2b3938119584044c69c8de62725,82,3,12,1,37,0,0,0,0
7a302afc5f5bd9454a6e0f7ff8d511c4430eadab,81,3,12,1,36,0,0,0,0
da8b7aa7a5e90a2dda41f23c79747c822117bdba,81,3,12,1,36,0,0,0,0
bcc83c41f2b091e7bfdeb2e7ce2c193ab3b6676c,81,3,12,1,36,0,0,0,0
6d9d8344b412eb341ba329407dd258eafe41f913,81,3,12,1,36,0,0,0,0
95f48e102e32049286885737e8711e9adca029ac,81,3,12,1,36,0,0,0,0
82aa0e8de6bf95a4147837b26c08f264fca76ecb,81,3,12,1,36,0,0,0,0
f9730aefef0921baee85201dcb1a262bb699055a,81,3,12,1,36,0,0,0,0
a83fded1a9b5144f92b547b51c1e348cf094006d,81,3,12,1,36,0,0,0,0
8553b7005a546eb325ddb89eabcff69ada4aba68,81,3,12,1,36,0,0,0,0
731bc13a97a48a8e0d6327a067045185ae72f1d9,81,3,12,1,36,0,0,0,0
af978a6dc4e8bb2bf8f240b53903175835d5cbf3,81,3,12,1,36,0,0,0,0
71fb963094b722fb90cfa08b63883fa378cc48dd,81,3,12,1,36,0,0,0,0
37b155148db88f403b1af9b5d9869c4fa675dad8,81,3,12,1,36,0,0,0,0
65cf9fc3906ccdf946381278addf6f7ddbf7b3eb,81,3,12,1,36,0,0,0,0
7468bf014f86934aa817d564e25d5a52cdaf7e1b,81,3,12,1,36,0,0,0,0
0d22e7cc7e6a45940a16dd083b4d0c7eadf29f2e,81,3,12,1,36,0,0,0,0
1afd014ea273f4c1f977202dc842ab33615baf8e,81,3,12,1,36,0,0,0,0
8a85e908251ae7120bba5a226ac94138f59c37cf,82,3,12,1,36,0,0,0,0
96e0ad26b6149c4799835829ed9e1bb3f4cb1905,82,3,12,1,37,0,0,0,0
2b8cef80381adcaa3432ea82a34aee146a2a4b6a,82,3,12,1,37,0,0,0,0
39917a09c4ee017dad84513ab2de00357fe7f601,82,3,12,1,37,0,0,0,0
8a9e3fd753eabf6bbde69a0b72330fb484df1425,82,3,12,1,37,0,0,0,0
4c550bc01349287cfd06716474eb3eb0dd0c18e7,82,3,12,1,37,0,0,0,0
85acc43e471ef0e74c24ea1f3228a910b7d651b2,82,3,12,1,37,0,0,0,0
bc575b88c6fbbbc647196bac6f1c7093feac8c60,82,3,12,1,37,0,0,0,0
77305fe6eb7469ad30dcf63135c3ff0ee6d738f6,82,3,12,1,37,0,0,0,0
e383782039e8ac2a9e0452a2c3df2feb18f758da,82,3,12,1,37,0,0,0,0
ab001fe77dedc06e690a48317ab30a1b39f683e8,82,3,12,1,37,0,0,0,0
3c720ccee1a1951d2d089b2a743b159ffae450e0,82,3,12,1,37,0,0,0,0
2c309dc22acf46e821273759222cb7fbef62fff6,82,3,12,1,37,0,0,0,0
501cdbd8bb8ef9583b7d19892ef5adc87d7ff536,84,3,12,1,38,0,0,0,0
aa153f29e208adbe3cf7d8cad5e246239177a213,84,3,12,1,38,0,0,0,0
6bebaa642f2c503cb40ba1c67dc5e394c336079f,84,3,12,1,38,0,0,0,0
37c6527855c8d67d364d705941930176520cd152,84,3,12,1,38,0,0,0,0
36d4a9a193a7dc30ae13d2dbaae51b4d791714c7,84,3,12,1,38,0,0,0,0
498178e41eddabb59b9379babfc813026b91c566,84,3,12,1,38,0,0,0,0
1ea8303c1f6bc202a528c1a9101cee4913b4131e,84,3,12,1,38,0,0,0,0
11b0c469715d411399f609aa3cc52b8c312b5662,87,3,13,1,41,0,0,0,0
4ca090910edf13da44c7ea19fc238cadc28b729a,85,3,13,1,39,0,0,0,0
b76128b0f51d8ad13440990ea2d928b53884b462,85,3,13,1,39,0,0,0,0
8f9c8aaf318550514fddc8f74fe6180c1aef6284,85,3,13,1,39,0,0,0,0
551b0b9806ccfeb88d0bc43d5839820f5f886c7c,85,3,13,1,39,0,0,0,0
0e30c987e5a91e68f55cdfdc0de945330e6df7e6,86,3,13,1,39,0,0,0,0
9132e8666fb7c010865791bc63baf84fa00ace7b,86,3,13,1,39,0,0,0,0
bc9ab4dd620bd76b021e8e7f52a67e6dee75658d,86,3,13,1,39,0,0,0,0
3b9af3dd6f21f1bd41cc962905d026df8a90e34b,86,3,13,1,39,0,0,0,0
ef58b82265ae35b6efdbb7dbb4b1f0bc9ba98eb4,85,3,12,1,38,0,0,0,0
f781b794255474652f7f02a5d41a5b4640d3f659,85,3,12,1,38,0,0,0,0
fc5c407eef02f9a15f5a8e43d6ab5193748452b7,85,3,12,1,38,0,0,0,0
058eec18683c5e54c0ea7aa63828c37839f03131,84,3,12,1,38,0,0,0,0
7a12aab48b8d13e1cd8d7a02aebd2e990b0dc547,84,3,12,1,38,0,0,0,0
ffe116409077dd0c534ad5f11d1326b90d47f5cb,84,3,12,1,39,0,0,0,0
9084509828676570ce20ee201a16710a65ba7963,84,3,12,1,39,0,0,0,0
5750729092ecf0144379206bc191209792008953,84,3,12,1,39,0,0,0,0
8c3c848114b51bddb62b7fa9b8693a8e07792d4c,84,3,12,1,39,0,0,0,0
04eba58f57ee5975543c8b0a99f135dabcbab89c,84,3,12,1,39,0,0,0,0
dbcb136a6973dbab73ec4e72731f95d713c32a6d,84,3,12,1,39,0,0,0,0
3f63fdfbfb3bfa01e7b45d576c21dd2d7a170e11,84,3,12,1,39,0,0,0,0
94361e021e65d20cd5f0197fe727c627e39f2da7,83,3,12,1,39,0,0,0,0
565f7a95044e28e957e63d29709f892de9aaafeb,83,3,12,1,39,0,0,0,0
e84ef824113f212f0b42be912ea1ab0677ed394f,83,3,12,1,39,0,0,0,0
b62f150b7c375a5ffd87ce8e17d619387fb30aa8,83,3,12,1,39,0,0,0,0
4d871a721b2a5deaf407cb1ed6ae03da75dde13e,83,3,12,1,39,0,0,0,0
a7ad3ea638954d3693e4fa63057bf65e13a9545c,83,3,12,1,39,0,0,0,0
47ef87952824f47312341bf3c3bad6cff3807c58,83,3,12,1,39,0,0,0,0
d699cd1e5475f692d61282760b686eef462c97bc,84,3,12,1,40,0,0,0,0
6b1746806cbe8068fe432ec372d0b02f9f0b2486,84,3,12,1,40,0,0,0,0
77db7e4c4929b497b31951222270abd7072a77db,84,3,12,1,40,0,0,0,0
b0f01dff9e757e02b51a4520bba258edcd97e1f5,84,3,12,1,40,0,0,0,0
f282e6314ca5a00efaee0e8b0a0abc172c4a3f14,84,3,12,1,40,0,0,0,0
64eacd6f768b5bd60fe718c82ea6a62b3f4b4b61,84,3,12,1,40,0,0,0,0
fe25fc9b381584ff9c5a9239b66d874539358df7,84,3,12,1,40,0,0,0,0
46a8b35f44b305bcf4f73d7768bbea5acf3af60d,84,3,12,1,40,0,0,0,0
9d1b97c5d4c827f75c2205d38d3cf80eb9ba5dd2,85,3,12,1,40,0,0,0,0
75d10a02dbf83e6227f01d9d29e09f90b018e6e7,85,3,12,1,40,0,0,0,0
1ebede32c2b0483d120de16cfca25cee62165756,85,3,12,1,40,0,0,0,0
cd052f8ccc3917c6571b1752fc0a22fb9100ba31,85,3,12,1,40,0,0,0,0
5d13db8abaf7bf48253b9b3f97e027f824f130b6,85,3,12,1,40,0,0,0,0
8223d271933beb79be52a6fce60d01ef4e10f4f8,85,3,12,1,40,0,0,0,0
6d6319c061f40d040041f3f8ddb4757e2db83de6,85,3,12,1,40,0,0,0,0
6e40c33d32ef8ae5eae94cf4973a97894e034eda,85,3,12,1,40,0,0,0,0
989bfa9d7bed08fbdddf99caecf63fa80f436d8c,85,3,12,1,40,0,0,0,0
df8fa8f1eeb354da5c9b9747b534868ce03e9d5f,85,3,12,1,40,0,0,0,0
e5a57e853ab1b04896796db8cff22cc9a7b350ab,85,3,12,1,40,0,0,0,0
a3447e1053b2c033aab3d216be4fbe635dcd1d2f,86,3,12,1,41,0,0,0,0
2b25f2a09b98b38cfbbd54d4225f610dd030dbc8,85,3,12,1,41,0,0,0,0
0087d8a6d733846f17b5d01fb968e0c2fb25ee82,85,3,12,1,41,0,0,0,0
a2ab3b0511e5e4141a0235d9d8967b8e31f8efc2,85,3,12,1,41,0,0,0,0
4606d9bb9f5ffd88b2e5a96ad887465464c5bd0d,85,3,12,1,41,0,0,0,0
adecd142a36e8a059fba624a156821f607deedef,85,3,12,1,41,0,0,0,0
53bfe78cd45cdfd6285ff33f774b969ff044d763,85,3,12,1,41,0,0,0,0
2447921f18f5a0dd8d52f5ea5893d2d5fcde7162,85,3,12,1,41,0,0,0,0
b0ccbd923b28f154b55afbf0c2267c5b48042f88,85,3,12,1,41,0,0,0,0
2c0411e2ed23b9cd4a3c4dd3e3fb9c544c01eef8,85,3,12,1,41,0,0,0,0
87ffed0d9854f03bc818630a8cc690e88ff9a61a,85,3,12,1,41,0,0,0,0
4c654ee30b94619b44b98d365588de24ea0f8787,85,3,12,1,41,0,0,0,0
7482d8b9f55b8d69b86b7e9f7c7fdc5bf43495a0,85,3,12,1,41,0,0,0,0
726020a2ef3af5452daef32e65095483d36d7a3f,85,3,12,1,41,0,0,0,0
1d4bc6ed762dbf5f8e54c136a1ef9a988d29d36b,85,3,12,1,41,0,0,0,0
3ce2f1e08a73a4493d03aa9c2a959f62287455b0,85,3,12,1,41,0,0,0,0
4b1371a74ce69f998b4c8384fae591a931bd7676,85,3,12,1,41,0,0,0,0
27038d9fe014f578683021d9a718e030a4e3c370,85,3,12,1,41,0,0,0,0
6ee45796657ae07a36aebc1d2b0f4b09a9ad807e,85,3,12,1,41,0,0,0,0
97c270e9a84ca8e181e7eef328aca4acedf2825b,85,3,12,1,41,0,0,0,0
ae350059b3801717158ccdfc5c43f194acdc54e1,85,3,12,1,41,0,0,0,0
3db1919bafb5aa1735e845f5ba0b9495dcd6e939,85,3,12,1,41,0,0,0,0
909f539dadbabc11cdb6c2cfa019448683a9c5e0,85,3,12,1,41,0,0,0,0
963301c57df65f84554cb43918d06971c57e8187,85,3,12,1,41,0,0,0,0
98899fc040bf673fdedfe6f0e6505674aef44a39,85,3,12,1,41,0,0,0,0
7cbb4c96db50a4c7b07905dfa078b99320c72426,85,3,12,1,41,0,0,0,0
fb8418d9bcfe2e191373b0eae8f8f2c6d756cf97,85,3,12,1,41,0,0,0,0
4c26ac16d335c2c77a21c5f7a3901e3af131458e,85,3,12,1,41,0,0,0,0
8697022530d9195cb7f8fae447dc127b4215923b,85,3,12,1,41,0,0,0,0
d82c85456b8bc13b1e66fde1d4564652bbd0ea5b,85,3,12,1,41,0,0,0,0
2ff66427bc0d6d2c484e09d997fb70e98d429d43,85,3,12,1,41,0,0,0,0
f58d18bc832a5d6c7800b32edefcf7263d40ec8b,85,3,12,1,41,0,0,0,0
31d160d3b9ad3882d0da4ed027501b535b2534f6,85,3,12,1,41,0,0,0,0
4efeb8c3e3a102dd9cc165982ee6099e72688db9,85,3,12,1,41,0,0,0,0
1e3e716f1df58f611f1f6ebc9f4364a855015804,85,3,12,1,41,0,0,0,0
61ee082fd8e9bf4e4e32ff9188d61e80f11be691,85,3,12,1,41,0,0,0,0
8ce53f0f85dc8da2a740af7e774410d35c9bbb87,85,3,12,1,41,0,0,0,0
44dad7350b4fb940ac7fee7a68f3638cc5ca88a5,85,3,12,1,41,0,0,0,0
3c7331da30bbc904bd3f7dffa3ad59b42e6b89ad,85,3,12,1,41,0,0,0,0
7363ff911f9b2f873469299eb4ae509732a8913b,85,3,12,1,41,0,0,0,0
55e078c0fa48ca63bbd841f42c6a9aa3cf574d25,85,3,12,1,41,0,0,0,0
ab24749566f50927b07def0e3899cf7a32708fe5,85,3,12,1,41,0,0,0,0
28b1e3ecec02c6e251379cacfb0bf6d856f3f0f6,85,3,12,1,41,0,0,0,0
793f20b8857a37975cf6bf8a8e0557d0c23cd4a0,85,3,12,1,41,0,0,0,0
0ab851127f54046b0c365502fdb454ef05a6b53b,85,3,12,1,41,0,0,0,0
b0cb5e229757db7271c10064180dbe2021fb7657,85,3,12,1,41,0,0,0,0
19a55d6776e17248b40d80cdfee054787d333933,85,3,12,1,41,0,0,0,0
3335f6fbc68e0fdf1675588319c8d5ffcc05e8b5,85,3,12,1,41,0,0,0,0
ebea4e27cc1a40dbd860a911ab4330085f9da21f,85,3,12,1,41,0,0,0,0
57fa46e2a2bf8cf9686ed97260f454adcdf2c04a,85,3,12,1,41,0,0,0,0
ef4743b9bfd53b454e62e06eb78ee62c84bfaf25,85,3,12,1,41,0,0,0,0
3f8247c2eac338923ec61e966213c077b0bc8a8c,85,3,12,1,41,0,0,0,0
670fddf1760edf5ef87f0c8a294d7ca47afcb4e1,85,3,12,1,41,0,0,0,0
ee1ddef672081f99f283da777c42d708863cd378,85,3,12,1,41,0,0,0,0
ca4f8eb868b36e218b00ad160ba9ecd1f04c0fb3,86,3,12,1,42,0,0,0,0
5a347793070ef16d9d51eb864bfa39f0b789eb3f,86,3,12,1,42,0,0,0,0
6e4c09db98d66665acfb86dd988ea9bdf468475b,86,3,12,1,42,0,0,0,0
c21c671d747120751110444a6cc9c1c907d95d14,86,3,12,1,43,0,0,0,0
f06c1d62dcf576459c98e0f4ffef66304401aee7,86,3,12,1,43,0,0,0,0
0c377177eda562fca1fb60bd06ecfc28e1e9e8d9,86,3,12,1,43,0,0,0,0
fedc147ef708a9f6e813419ebe4d3d4c8beb85a3,86,3,12,1,43,0,0,0,0
44e2d2bb42277263771b2085d120c6cb2571c754,86,3,12,1,43,0,0,0,0
088a2b71fbe1a89f5f3bae82ba9b54e8191c30fc,86,3,12,1,43,0,0,0,0
6621349c316ad6a4b14516d87584e84204868986,86,3,12,1,43,0,0,0,0
7f6689e4e050d2675d323c3a046db2497023e44b,87,3,13,1,43,0,0,0,0
0c71c9ae0efe171f6349a5b4925293c93ca1ae8c,87,3,13,1,43,0,0,0,0
5a83a0a84e1838f83305eefa70a0907ecea0836b,87,3,13,1,43,0,0,0,0
cf38360f584a664d18d83d7b37ebaf69ab273fa8,87,3,13,1,43,0,0,0,0
31410e9a16c19d694a3c56ecb3914c525e36b922,87,3,13,1,43,0,0,0,0
5e391d346d15b7a9bde8caf67222c5ed3cda4352,87,3,13,1,43,0,0,0,0
ef9955b08184e51d95beb3be3c4ef65559318bfe,87,3,13,1,43,0,0,0,0
1903dd11d8235f5212e914a099eec6b54349e379,87,3,13,1,43,0,0,0,0
a3cbb7539dac7b0ad7816eb68de3d65476ec95b6,87,3,13,1,43,0,0,0,0
403bb50d7b283353d2ed75f11a9f7a960d4db25f,87,3,13,1,43,0,0,0,0
e98e09150e4852fea3203054d7b60e693506968f,87,3,13,1,43,0,0,0,0
09ba0c8a32a882cbe0ca9387dba1d47510fc3ebd,87,3,13,1,43,0,0,0,0
c646b70d660f2bd58457361099a19774b6d81355,87,3,13,1,43,0,0,0,0
774ab660025296641d924193bbc73e7e5040d922,87,3,13,1,43,0,0,0,0
b4d7002e66802c309ae251cbbfb742005a4adb89,88,3,13,1,44,0,0,0,0
40a1d986f9845911a210b72e9792349a3e50e96a,89,3,13,1,44,0,0,0,0
5b54db6ee4e5d1a07c1f7bfc864e4b7ff5ea3dbd,90,3,13,1,45,0,0,0,0
28e1e8b912721898857d74961536d212709d1496,90,3,13,1,45,0,0,0,0
8f66d49a779fb22a169ede89def93d1985abe5bc,90,3,13,1,45,0,0,0,0
bc44a3a0adf5a51c34a299cf13f6ba9e8fbcea57,78,3,12,1,41,0,0,0,0
e5c2a9e44100b838b54c48b74de3442c0c126fb5,88,3,13,1,44,0,0,0,0
ba2e5d7347c1150576c1fd91f3f5cfee2b088c8f,88,3,13,1,44,0,0,0,0
0a263205322bb753defe709bb1a7de20827d1b4c,89,3,13,1,44,0,0,0,0
a789fb73f4eeeaa11819ee52fcb4c3175dfa8ce6,89,3,13,1,44,0,0,0,0
4ea0fc0f1ae6dd3886bf7e1dac106e8dbd074906,89,3,13,1,44,0,0,0,0
0c6561819b840be723d70e63be176f517d561c0d,90,3,13,1,44,0,0,0,0
122cffc93891c7557721ba05959e5d3969e2b1f5,90,3,13,1,44,0,0,0,0
7ef459ebed850905384776e7375c3e4ff76f26af,90,3,13,1,44,0,0,0,0
73761dc9be65da3768829e9a5444abffaf350cab,90,3,13,1,44,0,0,0,0
1a72314d0f05d0c9df5d387283ed5cac14d9c607,90,3,13,1,44,0,0,0,0
a7b9e8bc9fff42ff352c61641be11c9f9f3a0cd1,90,3,13,1,44,0,0,0,0
74944b734d66dfb4c4431916124c5fee75f2bf21,90,3,13,1,44,0,0,0,0
4d0dde9159c73c6338e49c603d51409e6674102a,90,3,13,1,44,0,0,0,0
6abee9896404b3cec6a7a5c432ad0c606769dd15,90,3,13,1,44,0,0,0,0
7a702c34ea05bfc537f120a3931c1354559ab081,90,3,13,1,44,0,0,0,0
6b281f1fecf297fcd60146c27e75f49aeae8c7df,90,3,13,1,44,0,0,0,0
dccd16712aa36fe8bb0b4f40bf53dacc458b1036,90,3,13,1,44,0,0,0,0
32b4b9746ab2f6c9cb07baae8323035b10c6a1fd,90,3,13,1,44,0,0,0,0
c69ce08b49d223045413b96c69bf856a52d3139f,90,3,13,1,44,0,0,0,0
5319c6adf6e0bfdf3b37ba1f90ca565315b9f63f,90,3,13,1,44,0,0,0,0
a5a4cd60cbc5b3711af12faff28099e402fd9bb7,90,3,13,1,44,0,0,0,0
562bbe9074489f3885c3e6823cb8fdefd0629e36,90,3,13,1,44,0,0,0,0
a16c2180d06a60c93f0e19dbd82a6de837d27e1e,90,3,13,1,44,0,0,0,0
93e0f85d6c7469a7c2eb1b89f9646f1f9dfb417b,90,3,13,1,44,0,0,0,0
3869a2ac3d0c48ae227c2c40611629528abbc08f,91,3,13,1,44,0,0,0,0
bb09fb1157a80871a592639c2a0f6cd45492c592,91,3,13,1,44,0,0,0,0
ae2e0dddad7e1892c89100e762d3c64aca519ff5,91,3,13,1,44,0,0,0,0
01a086c3ddfb666314538fa9a0f392f1b5dc4df5,91,3,13,1,44,0,0,0,0
3bf90da5f6b6553907b37dac1b8fc7a24b57a439,91,3,13,1,44,0,0,0,0
54634efcbaebf4ade486224f2c6c6676056f5212,91,3,13,1,44,0,0,0,0
a30cfe168551872e2c100808562e192e7d434bbb,91,3,13,1,44,0,0,0,0
7bca79576f0ddaa7f2ea2d0adaf3d5e96485576f,91,3,13,1,44,0,0,0,0
66ea15f3cc784c693a1cc145fa2a850071fead62,91,3,13,1,44,0,0,0,0
bbe3efd8e142abd9f333daa732666a7aa19fffb2,91,3,13,1,44,0,0,0,0
3446205d447e7ccbb184ea2895fd95e25e872480,91,3,13,1,44,0,0,0,0
d578afc883ff4bd051d040ee0fa3bde3c0704880,91,3,13,1,44,0,0,0,0
274f62e6d5bcbfc66175457b765144bc2224d064,91,3,13,1,44,0,0,0,0
45aa6d563c80e3128395a7bfc3150a22eee40d57,91,3,13,1,44,0,0,0,0
6968fd66560772487552578617de410ef393b7b2,91,3,13,1,44,0,0,0,0
66c95f3224f5bca6cd66921c19cf54a6634717aa,91,3,13,1,44,0,0,0,0
8538258121d338ea40a064f60a051e8cbd62ec5a,91,3,13,1,44,0,0,0,0
096dc19f3b01497cc5049c5388f6373160a54a25,91,3,13,1,44,0,0,0,0
7c3cf7f3ef9add9e2accb7d96ed958d16cb930a6,91,3,13,1,44,0,0,0,0
7fd6bb7cf615e35c1ebcddf4275482dabcabbf4b,91,3,13,1,44,0,0,0,0
1e22462d012a45924afbd61c45f5d36836e91429,91,3,13,1,44,0,0,0,0
a28af1fe747253a268abe8064d2fab48baeccd4e,91,3,13,1,44,0,0,0,0
89e71738b50d7aece26e9d6e36ab4b65674e3ff8,91,3,13,1,44,0,0,0,0
ab998e5d075c5b26a6c33f7326dee582e803ede5,91,3,13,1,44,0,0,0,0
faebaf0f4050a78642ad4e77d781d0db1a1ee931,91,3,13,1,44,0,0,0,0
41e1986cdc8deb29fe9049c0df6dbc1314c317ab,91,3,13,1,44,0,0,0,0
f25f1e1b66d15f0ddc6d9668ed892714d9c1609a,91,3,13,1,44,0,0,0,0
9450cef21216537555e663c6c432f068a4c6fd9d,91,3,13,1,44,0,0,0,0
b362b85e99708dc435716c810350a2ee0abebfdf,91,3,13,1,44,0,0,0,0
3ef909ca584d71207b09fbdcf746f483f86bd2f1,91,3,13,1,44,0,0,0,0
91ac0405fab01be3ed1d4f31f451f9bd10d09db2,91,3,13,1,44,0,0,0,0
077f9a67d08ba2f6e90bd7268c1f4180e959d3d9,91,3,13,1,44,0,0,0,0
5ea4745d18d9e09d5397f176b11b131bb6836768,91,3,13,1,44,0,0,0,0
d51c583d3c2539e4be99aca0f05ea030bad0030e,91,3,13,1,44,0,0,0,0
dfb6e4ac3e9ded9c04e6a9fa682c2568529a007c,91,3,13,1,44,0,0,0,0
4bfa92e714f06cc8da2a8720786beadc9719c233,91,3,13,1,44,0,0,0,0
168fe1427ac84e8899de201981a262894b7fafe0,91,3,13,1,44,0,0,0,0
8dbed6be602e62d0ba2ae3e9e028e277cbdac861,91,3,13,1,44,0,0,0,0
7d95ed97c74c0c6114661ffc5b4dd6482d04a544,91,3,13,1,44,0,0,0,0
70c476a79eaa629ef398fd996e1604c85e88c44f,91,3,13,1,44,0,0,0,0
e858f9da96207fb55b2e8d19876be2f3476d298d,91,3,13,1,44,0,0,0,0
